Domain,Technique ID,Technique Name,Sentences
Enterprise,T1059,Command and Scripting Interpreter: Python,Turla has used IronPython scripts as part of the IronNetInjector toolchain to drop payloads.[17]
Enterprise,T1059,Command and Scripting Interpreter: JavaScript,Turla has used various JavaScript-based backdoors.[4]
Enterprise,T1555,Credentials from Password Stores: Windows Credential Manager,Turla has gathered credentials from the Windows Credential Manager tool.[16]
Enterprise,T1005,Data from Local System,Turla RPC backdoors can upload files from victim machines.[11]
Enterprise,T1140,Deobfuscate/Decode Files or Information,"Turla has used a custom decryption routine, which pulls key and salt values from other artifacts such as a WMI filter or PowerShell Profile, to decode encrypted PowerShell payloads.[11]"
Enterprise,T1083,File and Directory Discovery,"Turla surveys a system upon check-in to discover files in specific locations on the hard disk %TEMP% directory, the current user's desktop, the Program Files directory, and Recent.[1][12] Turla RPC backdoors have also searched for files matching the lPH*.dll pattern.[11]"
Enterprise,T1562,Impair Defenses: Disable or Modify Tools,"Turla has used a AMSI bypass, which patches the in-memory amsi.dll, in PowerShell scripts to bypass Windows antimalware products.[11]"
Enterprise,T1105,Ingress Tool Transfer,Turla has used shellcode to download Meterpreter after compromising a victim.[14]
Enterprise,T1112,Modify Registry,Turla has used the Registry to store encrypted payloads.[11][16]
Enterprise,T1106,Native API,Turla and its RPC backdoors have used APIs calls for various tasks related to subverting AMSI and accessing then executing commands through RPC and/or named pipes.[11]
Enterprise,T1027,Obfuscated Files or Information,"Turla has used encryption (including salted 3DES via PowerSploit's Out-EncryptedScript.ps1), random variable names, and base64 encoding to obfuscate PowerShell commands and payloads.[11]"
Enterprise,T1027,Indicator Removal from Tools,"Based on comparison of Gazer versions, Turla made an effort to obfuscate strings in the malware that could be used as IoCs, including the mutex name and named pipe.[2]"
Enterprise,T1588,Obtain Capabilities: Malware,"Turla has used malware obtained after compromising other threat actors, such as OilRig.[18][19]"
Enterprise,T1588,Obtain Capabilities: Tool,Turla has obtained and customized publicly-available tools like Mimikatz.[16]
Enterprise,T1069,Permission Groups Discovery: Local Groups,"Turla has used net localgroup and net localgroup Administrators to enumerate group information, including members of the local administrators group.[12]"
Enterprise,T1069,Permission Groups Discovery: Domain Groups,"Turla has used net group ""Domain Admins"" /domain to identify domain administrators.[12]"
Enterprise,T1566,Phishing: Spearphishing Link,Turla attempted to trick targets into clicking on a link featuring a seemingly legitimate domain from Adobe.com to download their malware and gain initial access.[4]
Enterprise,T1057,Process Discovery,Turla surveys a system upon check-in to discover running processes using the tasklist /v command.[1] Turla RPC backdoors have also enumerated processes associated with specific open ports or named pipes.[11]
Enterprise,T1055,Process Injection,Turla has also used PowerSploit's Invoke-ReflectivePEInjection.ps1 to reflectively load a PowerShell payload into a random process on the victim system.[11]
Enterprise,T1055,Dynamic-link Library Injection,Turla has used Metasploit to perform reflective DLL injection in order to escalate privileges.[14][21]
Enterprise,T1090,Proxy,Turla RPC backdoors have included local UPnP RPC proxies.[11]
Enterprise,T1090,Internal Proxy,Turla has compromised internal network systems to act as a proxy to forward traffic to C2.[10]
Enterprise,T1012,Query Registry,Turla surveys a system upon check-in to discover information in the Windows Registry with the reg query command.[1] Turla has also retrieved PowerShell payloads hidden in Registry keys as well as checking keys associated with null session named pipes .[11]
Enterprise,T1021,Remote Services: SMB/Windows Admin Shares,Turla used net use commands to connect to lateral systems within a network.[1]
Enterprise,T1018,Remote System Discovery,"Turla surveys a system upon check-in to discover remote systems on a local network using the net view and net view /DOMAIN commands. Turla has also used net group ""Domain Computers"" /domain, net group ""Domain Controllers"" /domain, and net group ""Exchange Servers"" /domain to enumerate domain computers, including the organization's DC and Exchange Server.[1][12]"
Enterprise,T1518,Software Discovery: Security Software Discovery,"Turla has obtained information on security software, including security logging information that may indicate whether their malware has been detected.[12]"
Enterprise,T1553,Subvert Trust Controls: Code Signing Policy Modification,Turla has modified variables in kernel memory to turn off Driver Signature Enforcement after exploiting vulnerabilities that obtained kernel mode privileges.[20][22]
Enterprise,T1082,System Information Discovery,Turla surveys a system upon check-in to discover operating system configuration details using the systeminfo and set commands.[1][12]
Enterprise,T1016,System Network Configuration Discovery,"Turla surveys a system upon check-in to discover network configuration details using the arp -a, nbtstat -n, net config, ipconfig /all, and route commands, as well as NBTscan.[1][16][12] Turla RPC backdoors have also retrieved registered RPC interface information from process memory.[11]"
Enterprise,T1016,Internet Connection Discovery,Turla has used tracert to check internet connectivity.[12]
Enterprise,T1049,System Network Connections Discovery,"Turla surveys a system upon check-in to discover active local network connections using the netstat -an, net use, net file, and net session commands.[1][12] Turla RPC backdoors have also enumerated the IPv4 TCP connection table via the GetTcpTable2 API call.[11]"
Enterprise,T1124,System Time Discovery,Turla surveys a system upon check-in to discover the system time by using the net time command.[1]
Enterprise,T1204,User Execution: Malicious Link,Turla has used spearphishing via a link to get users to download and run their malware.[4]
Enterprise,T1078,Valid Accounts: Local Accounts,Turla has abused local accounts that have the same password across the victim’s network.[13]
Enterprise,T1102,Web Service,"Turla has used legitimate web services including Pastebin, Dropbox, and GitHub for C2 communications.[7][13]"
Enterprise,T1102,Bidirectional Communication,A Turla JavaScript backdoor has used Google Apps Script as its C2 server.[4][14]
Enterprise,T1021,Remote Services: SSH,GCMAN uses Putty for lateral movement.[1]
Enterprise,T1021,Remote Services: VNC,GCMAN uses VNC for lateral movement.[1]
Enterprise,T1564,Hide Artifacts: Hidden File System,Equation has used an encrypted virtual file system stored in the Windows Registry.[1]
Enterprise,T1087,Account Discovery: Local Account,"APT3 has used a tool that can obtain info about local and global group users, power users, and administrators.[4]"
Enterprise,T1560,Archive Collected Data: Archive via Utility,APT3 has used tools to compress data before exfilling it.[7]
Enterprise,T1547,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,APT3 places scripts in the startup folder for persistence.[3]
Enterprise,T1059,Command and Scripting Interpreter: PowerShell,APT3 has used PowerShell on victim systems to download and run payloads after exploitation.[3]
Enterprise,T1059,Command and Scripting Interpreter: Windows Command Shell,"An APT3 downloader uses the Windows command ""cmd.exe"" /C whoami. The group also uses a tool to execute commands on remote computers.[3][4]"
Enterprise,T1543,Create or Modify System Process: Windows Service,APT3 has a tool that creates a new service for persistence.[3]
Enterprise,T1555,Credentials from Password Stores: Credentials from Web Browsers,APT3 has used tools to dump passwords from browsers.[4]
Enterprise,T1005,Data from Local System,APT3 will identify Microsoft Office documents on the victim's computer.[7]
Enterprise,T1074,Data Staged: Local Data Staging,APT3 has been known to stage files for exfiltration in a single location.[7]
Enterprise,T1041,Exfiltration Over C2 Channel,APT3 has a tool that exfiltrates data over the C2 channel.[8]
Enterprise,T1083,File and Directory Discovery,APT3 has a tool that looks for files and directories on the local file system.[8][9]
Enterprise,T1564,Hide Artifacts: Hidden Window,APT3 has been known to use -WindowStyle Hidden to conceal PowerShell windows.[3]
Enterprise,T1574,Hijack Execution Flow: DLL Side-Loading,APT3 has been known to side load DLLs with a valid version of Chrome with one of their tools.[8][10]
Enterprise,T1070,Indicator Removal on Host: File Deletion,APT3 has a tool that can delete files.[8]
Enterprise,T1105,Ingress Tool Transfer,APT3 has a tool that can copy files to remote machines.[8]
Enterprise,T1056,Input Capture: Keylogging,APT3 has used a keylogging tool that records keystrokes in encrypted files.[4]
Enterprise,T1027,Obfuscated Files or Information,APT3 obfuscates files or information to help evade defensive measures.[4]
Enterprise,T1027,Software Packing,APT3 has been known to pack their tools.[5][1]
Enterprise,T1027,Indicator Removal from Tools,APT3 has been known to remove indicators of compromise from tools.[5]
Enterprise,T1003,OS Credential Dumping: LSASS Memory,"APT3 has used a tool to dump credentials by injecting itself into lsass.exe and triggering with the argument ""dig.""[4]"
Enterprise,T1069,Permission Groups Discovery,APT3 has a tool that can enumerate the permissions associated with Windows groups.[4]
Enterprise,T1566,Phishing: Spearphishing Link,APT3 has sent spearphishing emails containing malicious links.[1]
Enterprise,T1057,Process Discovery,APT3 has a tool that can list out currently running processes.[8][9]
Enterprise,T1090,Proxy: External Proxy,An APT3 downloader establishes SOCKS5 connections for its initial C2.[3]
Enterprise,T1021,Remote Services: Remote Desktop Protocol,APT3 enables the Remote Desktop Protocol for persistence.[7] APT3 has also interacted with compromised systems to browse and copy files through RDP sessions.[11]
Enterprise,T1021,Remote Services: SMB/Windows Admin Shares,APT3 will copy files over to Windows Admin Shares (like ADMIN$) as part of lateral movement.[4]
Enterprise,T1018,Remote System Discovery,APT3 has a tool that can detect the existence of remote systems.[4][8]
Enterprise,T1053,Scheduled Task/Job: Scheduled Task,"An APT3 downloader creates persistence by creating the following scheduled task: schtasks /create /tn ""mysc"" /tr C:\Users\Public\test.exe /sc ONLOGON /ru ""System"".[3]"
Enterprise,T1218,System Binary Proxy Execution: Rundll32,APT3 has a tool that can run DLLs.[8]
Enterprise,T1082,System Information Discovery,APT3 has a tool that can obtain information about the local system.[4][9]
Enterprise,T1016,System Network Configuration Discovery,"A keylogging tool used by APT3 gathers network information from the victim, including the MAC address, IP address, WINS, DHCP server, and gateway.[4][9]"
Enterprise,T1049,System Network Connections Discovery,APT3 has a tool that can enumerate current network connections.[4][8][9]
Enterprise,T1033,System Owner/User Discovery,"An APT3 downloader uses the Windows command ""cmd.exe"" /C whoami to verify that it is running with the elevated privileges of ""System.""[3]"
